,comment,label
27776,chán nagative,NEG
27777,áo đẹp positive,POS
27778,cửa hàng đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive,POS
27779,form áo notpos  ,NEG
27780,rất ưng ý positive,POS
27781,vãi đẹp positive,POS
27782,chủ cửa hàng nhiệt tình positive,POS
27783,màu lên positive đẹp positive,POS
27784,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốtstar star shiper nhiệt tình với công việc thân thiện với khách hàng positive positive positive positive positive positive,POS
27785,áo đẹp positive,POS
27786,cám ơn cửa hàng positive,POS
27787,đóng gói và chất vải đều ok positive,POS
27788,ko nên mua,NEG
27789,tks cửa hàng,POS
27790,áo mặc rất mát,POS
27791,giày đẹp lắm mn ơi positive,POS
27792,kiwi ngon positive,POS
27793,thời gian giao hàng rất nhanh,POS
27794,hài lòng về châdt lượng positive,POS
27795,mua hàng ở cửa hàng 3 lần rồi lần nào cũng ưng positive,POS
27796,vải notpos   lắm nhưng với giá mua thì ok positive,NEU
27797,đồ rẻ tiền rất dỏm nagative,NEG
27798,tốt vừa ý positive,POS
27799,đẹp mà rẻ nua positive,NEU
27800,không như hình hơi rộng vải xấu nagative,NEG
27801,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive,POS
27802,vải tuy không dày nhưng cũng đẹp positive,POS
27803,chất lượng sản phẩm tuyệt vời positive positive,POS
27804,sản phẩm phù hợp với giá tiền positive,POS
27805,bóng nhìn rất đẹp đá tốt rất đáng tiền positive positive,POS
27806,chất lượng sản phẩm tốt đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh positive positive positive positive,POS
27807,chất lượng sản phẩm tuyệt vời rất đáng tiền rất đáng tiền cửa hàng phục vụ rất tốt positive positive positive,POS
27808,chất lượng sản phẩm tuyệt vời giao hàng rất nhanh positive positive,POS
27809,hàng y hình chủ cửa hàng dễ thương sẽ ủng hộ tiếp positive positive positive positive,POS
27810,chất lượng sản phẩm tuyệt vời hàng giao nhanh vãi positive positive positive,POS
27811,phai nói ao đẹp xúc xắc nha bà coan 😅 positive,POS
27812,động tí là bong ra rất chán nagative,NEG
27813,áo màu đẹp dáng đẹp cửa hàng giao hàng siêu nhanh lun cám ơn cửa hàng positive positive positive,POS
27814,dép đẹp lắm ạh positive,POS
27815,áo xinh lắm chất cũng đẹp màu không giống như hình áo đỏ nâu chứ không phải đỏ burgundy nhưng vẫn xinh positive positive positive positive,POS
27816,giao hàng rất nhanh và hàng rất đẹp positive positive,POS
27817,vải xấu nagative,NEG
27818,màu đen mặc dáng gọn gàng,NEU
27819,cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive,POS
27820,sản phẩm quá to,NEG
27821,cửa hàng phục vụ rất tốt đã mua hàng nhièu lần của cửa hàng và sẽ tiếp tục chất lượng sản phẩm tuyệt vời positive positive positive,POS
27822,positive,POS
27823,cửa hàng phục vụ rất tốt tư vấn nhiệt tình đóng gói hàng chu đáo và giao hàng rất nhanh positive positive positive,POS
27824,chất mát lịm rất đáng,POS
27825,chất lượng sản phẩm tuyệt vời positive positive,POS
27826,chất lượng sản phẩm tuyệt vời giống như trông hình da rất đẹp giá tiền rẻ positive positive positive,POS
27827,cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh sản phẩm đẹp chất đẹp positive positive positive,POS
27828,nên mua nha,POS
27829,đặt 2 cái giống nhau mà cuối cùng có một cái khác còn về cái còn lại thì đẹp y như hình positive,NEU
27830,vải mịn đẹp lắm sờ lạnh lạnh mát tay positive positive,POS
27831,đụng notnag là ,NEG
27832,áo đẹp mê li lun ạ positive positive,POS
27833,áo đẹp hơi mỏng positive nagative,POS
27834,hàng đẹp cao cấp positive,POS
27835,cửa hàng tư vấn dth,POS
27836,cứ tưởng áo vài thi ra là thun lạnh,NEG
27837,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
27838,đáng tiền bỏ ra,POS
27839,da mềm sản phẩm đẹp positive positive,POS
27840,mua 15 sản phẩm nhờ cửa hàng lấy dùm mỗi hình 5 loại mà cửa hàng giao 15 hình 1 loại cũng ổn mà do cửa hàng không đọc lưu ý của mình nên thấy notpos  lắm positive positive,NEU
27841,thời gian giao hàng rất nhanh 5star,POS
27842,hàng đẹp so với giá positive,POS
27843,khuy áo may ẩu chỉ dư rất nhiều positive nagative,NEG
27844,chất lượng sản phẩm tuyệt vời positive positive,POS
27845,giao hàng nhanh sản phẩm đúng như qc thời gian giao hàng nhanh positive,POS
27846,cửa hàng còn có quà cho khách nữa rất hài lòng sẽ tiếp tục ủng hộ cửa hàng nhed positive,POS
27847,chất lượng tạm được positive positive,POS
27848,giao hàng siêu nhanh,POS
27849,dày hơn nữa thì không còn dì để chê,POS
27850,cũng không tư vấn gì,NEG
27851,áo mỏng vừa giá tiền nagative,NEU
27852,hộp to giày đẹp giao nhanh positive,POS
27853,chất lượng sản phẩm rất kém positive,NEG
27854,tất dày đep,POS
27855,chất lượng cũng tốt lắm nói chung là đáng tiền positive positive,POS
27856,quần màu đen nhưng có rất nhiều đốm vàng nhìn notpos  đẹp mắt,NEG
27857,chất ok rất đáng tiền positive,POS
27858,hỏi thì bảo không biết nhận được hay chưa positive,NEG
27859,có trách nhiệm,POS
27860,sản phẩm y như hình,POS
27861,áo form hơi nhỏ cửa hàng giao hàng nhanh,NEU
27862,chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt rất đáng tiền positive positive positive positive positive positive positive positive positive,POS
27863,cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh chất lượng đúng với giá tiền positive positive positive,POS
27864,màu không giống hình cho lắm nhưng vẫn ổn positive đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt positive positive positive positive,POS
27865,vải áo notpos thật sự  lắm,NEU
27866,dong goi rất ky với chất luong de thuong chất da kug dx,POS
27867,quần đẹp lắm rất hài lòng positive positive,POS
27868,cho 5 viên mà không thấy mùi gì,NEG
27869,giao hàng nhanh kem ngon cửa hàng phục vụ tốt positive positive,POS
27870,vải rất xấu nagative,NEG
27871,nhưng mà 2 hộp set chứ không phải 10 hộp set cửa hàng sửa lại phần giới thiệu sản phẩm nha,POS
27872,chất lượng sản phẩm tuyệt vời rất đáng tiền thời gian giao hàng rất nhanh positive positive,POS
27873,sản phẩm không giọng nhu hình nhìn ngoại notpos ,NEG
27874,e đặt đêm t7 sáng t2 đã có rồi,POS
27875,hàng bán giá rẻ mà chất luong from áo mặc vo đẹp lắm cửa hàng mãi ủng hộ cửa hàng lâu dài cho năm sao quá xuất sắc luôn nhân viên thị nhiệt tình chu đáo positive positive positive,POS
27876,mịn ưng lên tone dẹp nhắm luôn positive positive,POS
27877,s có tật giật mìh z cửa hàng lời nói hàh độg có 1 sự trái ngc nhẹ ai chặn ai ta,NEG
27878,vải mỏng nagative,NEU
27879,áo khác hình 30 nhưng mà cũng ok lắm nha cửa hàng positive positive,POS
27880,giao hàng lại nhanh vừa mua xong là em mình đã xí phần,POS
27881,sản xuất tháng 12 2017 bây giờ t10 2018 mùi nghe hắc lắm positive nagative nagative,NEG
27882,chất lượng tốt giao hàng hơi lâu positive positive nagative,NEU
27883,chất lượng sản phẩm tuyệt vời áo đẹp giao đung mau cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive positive,POS
27884,mũ bị xù lông nagative,NEG
27885,mong lần sau cửa hàng sẽ uy tín hơn positive,NEG
27886,đáng đồng tiền positive,POS
27887,mình nhận hàng đóng gói ok đã test và khá ngon positive positive,POS
27888,áo có mùi hôi hôi nagative,NEG
27889,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền còn được kèm quà xinh xinh nữa sẽ ủng hộ lần sau ạ positive positive positive positive positive positive,POS
27890,rất giống với hình ảnh chỉ có nó hơi ngắn so với mình nhưng chất liệu ok mặc thoải mái nagative positive positive,POS
27891,túi cứng cáp rất ok positive,POS
27892,rất cám ơn cửa hàng ak positive,POS
27893,màu hơi khác 1 chút nhưng không sao,POS
27894,chục sao chứ 5star nói làm gì positive,POS
27895,khăn to và dày dặn lắm,POS
27896,chán nagative,NEG
27897,đóng gói đẹp giao nhanh nhưng túi mỏng quá cửa hàng bán theo không nên lấy loại dày hơn positive nagative,NEU
27898,nhanh,POS
27899,áo xinh lắm mấy chế ơi chất lượng vải rất tốt đường may cẩn thận positive positive positive positive positive,POS
27900,chất lượng giày tốt positive positive,POS
27901,em mua cho bạn gái mặc vừa in luôn đẹp lắm positive,POS
27902,đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive,POS
27903,váy ổn phần xếp ly không rõ nét lắm mà cũng không đến nỗi nào positive,POS
27904,đẹp rất ưng chất lượng sản phẩm tuyệt vời positive positive positive positive,POS
27905,cửa hàng phục vụ rất kém cửa hàng phục vụ rất notpos  sản phẩm rất notpos  sản phẩm rất kém,NEG
27906,không giống ảnh,NEG
27907,quần quá đẹp so với giá tiền positive,POS
27908,đồng hồ chạy sai mà chỉnh hơn được nagative positive,NEU
27909,quần ok so với giá tiền positive,NEU
27910,áo đẹp nhưng vải hơi mỏng positive nagative,NEU
27911,hàng phù hợp với giá tiền positive,POS
27912,vô cùng yêu thương áo bao xinh giao hàng cũng nhanh nữa positive,POS
27913,chất lượng sản phẩm tuyệt vời y hình ạ ủng hộ cửa hàng positive positive,POS
27914,ngàn star  star  star  star  star  star  star  star  cho cửa hàng,POS
27915,hàng rất đẹp chất lượng có vẻ tốt sạc nhanh vì cũng mới cắm sạc thử chứ notnag dùng  positive positive positive,POS
27916,áo đẹp lắm ạ positive,POS
27917,mua để tết về bắc mặc mà giờ đang trong sg mặc thử muốn chảy hết mỡ positive chị chủ nhiệt tình dễ thương 10đ positive  positive  positive  positive  positive positive,POS
27918,chất lượng sản phẩm tuyệt vời positive positive positive positive positive positive,POS
27919,áo notpos  như trg ảnh,NEG
27920,đặt 5 giao 4 nhắn tin cửa hàng không trả lời,NEG
27921,lần tới ủng hộ cửa hàng nữa nhé,POS
27922,âm bas notpos  lắm,NEU
27923,dễ lộ ti do vải đắp ngực tiết kiệm quá,NEG
27924,bảng này bán đắt hơn ở cửa hàng khác nagative,NEG
27925,áo ôm body đẹp lắm ạ positive vải rất mịn positive positive,POS
27926,nhưng giao hàng lần đầu notpos ,NEG
27927,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive positive positive positive,POS
27928,hàng tốt nhưng giao hơi lâu 20 ngày positive nagative,NEU
27929,chất lượng sản phẩm tuyệt vời positive  positive positive,POS
27930,áo đẹp positive,POS
27931,chất lượng kem che khuyết điểm tốt thơm độ che phủ vừa phải positive positive,POS
27932,áo đẹp quá cửa hàng ơi positive positive,POS
27933,sẽ ủng hộ cửa hàng tiếp,POS
27934,hàng đẹp i hình cực thích chị chủ positive positive,POS
27935,form áo xấu qua nagative,NEG
27936,1 nốt nhạc,POS
27937,gói thì rất chắc chắn positive,POS
27938,đẹp positive  positive,POS
27939,mau trang rong hon mau den qua nhiều,NEG
27940,hàng tốt ạ positive,POS
27941,nhưng mà áo cũng đẹp positive,POS
27942,phù hợp với giá tiền positive,NEU
27943,giặt lần đầu chỉ ra màu xíu x yêu rồi không ra màu nữa vào những lần giặt sau positive  positive  positive,POS
27944,giao hàng siêu nhanh,POS
27945,chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh positive positive positive positive positive,POS
27946,nhưng rất xinh positive,POS
27947,side nam notpos  nhỏ hơn,NEG
27948,star rất mong cửa hàng xem lại star,NEG
27949,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn cám ơn cửa hàng nhiều positive positive positive positive positive,POS
27950,xong kêu mh tự đi sửa lun đồ bận chưa tới 1 ngay đã tét tùm lum,NEG
27951,chất hơi rão nhưng cũng tạm tiền nào của đấy,NEU
27952,giặt 1 lần mà xù hết lên,NEG
27953,mình rất bức xúc về thái độ bán hàng của các bạn nagative,NEG
27954,,NEG
27955,vải lần này mỏng hơn vải lần 1 mình mua nagative,POS
27956,chỉ thì bung bét thất vọng nagative,NEG
27957,ngon bổ rẻ positive,POS
27958,sẽ quay lại mua thêm,POS
27959,đóng gói sản phẩm cẩn thận positive,POS
27960,mỏng te nagative,NEU
27961,vải đẹp đường may hơi sãi đáng giá tiền positive positive,POS
27962,cảm ơn cửa hàng nhiều nhé positive,POS
27963,son không quá rít mùi thơm nhẹ như mùi kẹo sữa ong chúa của con gái nagative nagative,POS
27964,khoá hỏng ngay lần đầu dùng notpos mặc  lần nào nagative,NEG
27965,xấu nagative,NEG
27966,cãm ơn cửa hàng,POS
27967,sản phẩm phù hợp với giá positive,POS
27968,thiếu đồ của khách không xử lí,NEG
27969,triệu positive,POS
27970,cửa hàng bán đồ rất có tâm chất đẹp lắm đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời chất lượng sản phẩm tuyệt vời positive positive positive positive positive positive positive,POS
27971,sản phẩm nhìn đẹp nhưng chưa xài nên notpos biết  positive,POS
27972,nhưng thật sự bất ngờ vì chất lượng sản phẩm tốt hơn tưởng tượng positive positive,POS
27973,áo đẹp chất lượng sản phẩm tuyệt vời rất đáng tiền positive positive positive,POS
27974,đóng gói sản phẩm rất đẹp và chắc chắn chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt rất đáng tiền rất đáng tiền positive positive positive positive positive,POS
27975,vai nhe mat,POS
27976,chất lượng sản phẩm tuyệt vời giai hang hoi lau positive positive,POS
27977,áo đẹp mà mũ nhỏ quá positive,NEU
27978,sáp không có tác dụng mấy,NEG
27979,đẹp như hình nhưng đường may hơi bung ra xíu positive positive,POS
27980,bình thường mặc quần cỡ 28 cũng tương đương m,NEU
27981,cửa hàng oi ngọt quá ngán lm ak ăn 3 mieng đầu ngon sau thấy ngọt quá phai cho it nước mắm vào quay măn lại moi ăn được positive positive,NEG
27982,hàng y hình vải đẹp positive,POS
27983,màu đẹp positive,POS
27984,100 mấy th nhưng chuẩn ulzang và xinh lắm star yêu yêu star positive positive positive positive,NEU
27985,thời gian giao hàng rất nhanh chất vải mềm mịn mình mặc có hơi dài một chút nhưng không sao nói chung đều positive positive positive,POS
27986,quá xấu nagative,NEG
27987,cửa hàng mần ăn gì kỳ cục thiếu hàng thì phải alo trước cho ng ta hay chứ phí giao hàng thì tính đủ mà hàng thì không đủ nagative,NEG
27988,k nghĩ hàng rẻ mà lại đẹp vậy,POS
27989,thời gian giao hàng rất nhanh,POS
27990,đóng gói sản phẩm chắc chắn positive,POS
27991,chất lượng sản phẩm dỏm notpos  positive nagative,NEG
27992,hôm sau chúng nó lại hoành hành từ ngày này sang ngày khác như thật vậy positive,NEG
27993,chất lượng phù hợp với giá tiền cửa hàng phục vụ rất tốt positive positive positive,POS
27994,để là nước giặt đặt mua thì đưa nước xả vải là sao,NEG
27995,lần sau cửa hàng nên báo trước là đã hết hàng,NEG
27996,hàng đẹp dáng chuẩn chất đẹp positive positive positive,POS
27997,giao hàng rất nhanh áo đẹp như hình vải đẹp positive positive positive positive,POS
27998,cửa hàng phục vụ rất tốt rất đáng tiền so với giá positive,POS
27999,quá đẹp mặc ấm positive positive,POS
28000,áo mát chất đẹp giá cả hợp lý positive positive,POS
28001,sản phẩm xinh khỏi nói áo chất liệu vải thích quá trời gặp nhân viên còn dễ thương nữa positive positive giao hàng nhanh như gió positive positive lấy hàng còn được cửa hàng ghi thư cảm ơn riêng positive chữ đẹp 10 đ 10đ positive positive positive positive positive positive,POS
28002,tiền nào có nấy khuyên mb đừg hy vọng nhìu về sản phẩm mặt notnag  lắm nagative nagative positive,NEG
28003,chất lượng sản phẩm tuyệt vời positive positive,POS
28004,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền thời gian giao hàng rất nhanh thời gian giao hàng rấờấ positive positive positive positive,POS
28005,chất lượng sản phẩm tuyệt vời positive positive,POS
28006,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt positive positive positive positive positive positive positive,POS
28007,a giao hàng dễ thương positive,POS
28008,mua giày về các b đừng vội đáh giá nó,NEU
28009,,POS
28010,vải mềm mịn form ôm chuẩn lại còn được tặng 1 túi thơm lavender positive positive positive positive,POS
28011,chất luong san pham tuyet voi,POS
28012,đóng gói sản phẩm chắc chắn chất lượng sản phẩm tốt positive positive positive,POS
28013,em thất vọng quá không trả lời tin nhắn sản phẩm xấu nagative nagative,NEG
28014,mà giá ok nữa positive,POS
28015,cửa hàng phục vụ khá tốt positive,POS
28016,vải mỏng nagative,NEG
28017,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn lần đầu mua nghe âm thanh rất to positive positive positive positive,POS
28018,cảm ơn cửa hàng nha positive,NEU
28019,đóng gói sảm phẩm đẹp chất lượng tốt luôn lại còn được tặng kèm quà của cửa hàng nữa positive positive positive positive positive positive,POS
28020,thời gian giao hàng rất nhanh hàng đẹp vì đã từng dùng rồi nên thấy hài lòng positive positive,POS
28021,cửa hàng hục vụ chu đáo thời gian giao hàng cũng nhanh nữa nói chung rất hài lòng positive positive positive,POS
28022,sản phẩm ok chỉ là số nó hơi nhỏ so với mình mình chọn loại lớn nhất rồi nhưng mặc vẫn chật positive nagative,NEU
28023,áo đẹp lắm lắm positive positive,POS
28024,sản phẩm khá ổn cần chăm chút thêm tí nữa sẽ tốt hơn positive positive positive,POS
28025,sau liên hệ phải tự đến lấy,NEG
28026,sản phẩm quá đẹp thích positive positive,POS
28027,chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt rất đáng tiền giao hàng rất nhanh positive positive positive positive,POS
28028,chất liệu vải xấu không giống hình nagative,NEG
28029,áo form rộng như hình đẹp quá positive,NEU
28030,cửa hàng giao đúng cỡ đúng màu positive positive,POS
28031,cửa hàng nhiet tình,POS
28032,tuyệt vời chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn thời gian giao hàng rất nhanh rất đáng tiền positive positive positive positive positive positive,POS
28033,thất vọng đồ bị dơ chất lượng sản phẩm tạm được nagative nagative nagative positive positive,NEG
28034,chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt cửa hàng phục vụ rất tốt rất đáng tiền positive positive positive positive,POS
28035,áo xinh lắm nè vãi thì ok với giá này thì vãi rất ok coton chứ hông phải da cá positive positive positive positive,POS
28036,cửa hàng tư vấn nhiệt tình máy sục mạnh có điều ồn thôi positive positive,NEU
28037,vải ok đẹp positive positive,POS
28038,k biết sửa sao luôn,NEG
28039,vải đẹp nhưng hàng bị lỗi phải đi sữa lại tiếc thật positive nagative nagative,NEU
28040,ok nhé positive,POS
28041,sản phẩm giống với hình ảnh thời gian giao hàng nhanh,POS
28042,màu áo không giống ảnh,NEG
28043,nhận được hàng hay không cũng không báo positive,NEG
28044,áo đẹp mỗi cái không nghe cửa hàng lấy số l nên mặc bị rộng positive nagative,POS
28045,giao thiếu sản phẩm này nagative,NEU
28046,thời gian giao hàng rất nhanh rất đáng tiền chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và cửa hàng phục vụ rất tốt positive positive positive positive,POS
28047,hàng real giá tốt giao hàng nhanh positive,POS
28048,đóng gói sản phẩm rất đẹp và chắc chắn cửa hàng phục vụ rất tốt rất đáng tiền positive positive positive,POS
28049,lúc nhận được hàng hơi thất vọng 1 xíu hình in hơi nhạt sợ giặt bị phai màu positive nagative nagative,NEG
28050,hơi nóng khi mặc,NEG
28051,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn positive positive positive positive,POS
28052,rất thơm chất lượng sản phẩm tốt positive positive,POS
28053,rất đáng tiền,POS
28054,sai hàng nagative,NEG
28055,chất lượng sản phẩm tuyệt vời positive positive,POS
28056,sản phẩm phù hợp với giá tiền positive,POS
28057,nhưng thật sự bất ngờ vì chất lượng sản phẩm tốt hơn tưởng tượng positive positive,POS
28058,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn positive  nagative sản phẩm đẹp hơn so với những gì mk tưởng tượng tất siêu đẹp luôn positive positive positive positive positive positive positive positive positive,POS
28059,cái chân váy nó đẹp miễn chê luôn hời ơi positive,POS
28060,đóng gói sản phẩm rất vừa ý,POS
28061,áo chất vải ok ạ chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt positive positive positive positive,POS
28062,nhanh thiệt,POS
28063,mình mua màu 4 7 9 11 vải không hẳn dày chỉ tạm giặt xà bông thì nước đen thui nhưng may áo không lem màu positive,POS
28064,mùi thơm dễ ch yêu cửa hàng giao hàng nhanh nagative positive,POS
28065,san pham dung hinh đẹp positive,POS
28066,màu đen đẹp thật đấy mua đôi thứ 3 rồi các bạn yên tâm mua nơi cửa hàng nha positive positive,POS
28067,đóng gói sản phẩm rất đẹp và chắc chắn hương vị thơm ngon positive positive positive,POS
28068,chất vải ổn so với giá positive,POS
28069,form đẹp cỡ chuẩn mặc rất êm positive positive,POS
28070,đúng là chất lượng làm nên thương hiệu 5star positive positive,POS
28071,chủ cửa hàng nói chiện dễ thương positive,POS
28072,giao hàng lâu nagative,NEU
28073,rất đáng tiền,POS
28074,chăn mềm và dễ thương lắm positive positive,POS
28075,chúc cửa hàng một ngày tốt lành,NEU
28076,ok positive,POS
28077,sẽ ủng hộ cửa hàng nữa positive,POS
28078,tốt giao hàng nhanh nhưng đóng gói chưa kĩ và khi giao về tới nơi thì giày bị móp méo vài chỗ nhưng vì là giày vãi nên nắn lại đươc positive nagative nagative,NEU
28079,chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt rất đáng tiền thời gian giao hàng rất nhanh positive positive positive,POS
28080,chất lượng sản phẩm tuyệt vời positive positive,POS
28081,chất lượng sản phẩm tuyệt vời đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền positive positive positive positive,POS
28082,nói chung là quá ưng ý positive positive positive positive,POS
28083,mua lần 2 rất hài lòng positive,POS
28084,quá dở,NEG
28085,không như mình nghĩ nó sẽ đẹp positive,NEU
28086,nay mua 1 cái màu đen nhung cái màu đen lại to hơn 1 chút nhưng e vẫn mặc được a e cao 1m62 positive,NEU
28087,tại mình cần hàng nên hỏi,NEU
28088,màu hồng lỗi pha với màu cam nagative,NEU
28089,cám ơn cửa hàng nhé positive  positive,NEU
28090,đẹp lắm ạ cực kỳ vừa ý positive,POS
28091,hàng chuẩn y hình luôn,POS
28092,cửa hàng phục vụ rất tốt thời gian giao hàng rất nhanh chất lượng sản phẩm tuyệt vời cửa hàng phục vụ rất tốt đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền positive positive positive positive positive positive,POS
28093,hy vọng giặt đi sẽ hết mùi positive nagative,NEG
28094,áo đẹp vải đẹp co giãn thoải mái nhưng ôm vừa người positive positive positive,POS
28095,áo ưng lắm nha siêu xinh luôn ạ lại rẻ nữa yêu positive positive positive positive positive,POS
28096,chất lượng sản phẩm tuyệt vời positive positive,POS
28097,chất lượng sản phẩm tuyệt vời positive positive,POS
28098,ưng lấm luôn positive,POS
28099,cái áo nhu cái mềm positive,NEU
28100,chất kem bột,NEU
28101,chất liệu ok positive,POS
28102,áo đẹp lắm đẹp như hình luôn ý positive positive,POS
28103,hàng chất coton đẹp màu sắc y hệt hình ảnh nhé positive,POS
28104,áo đẹp cực kì luôn ạ positive  positive,POS
28105,mọi người nên mua ủng hộ nhá vải đẹp fom chuẩn positive positive,POS
28106,áo rất đẹp y hình positive,POS
28107,cửa hàng nói hồng phấn nhưng là hồng ruốc,NEG
28108,bạn chủ cửa hàng nhiệt tình khách còn được tặng quà nữa positive positive positive,POS
28109,chất lượng sản phẩm tuyệt vời positive positive,POS
28110,cửa hàng phục vụ rất tốt chất lượng sản phẩm tuyệt vời minh mua 2lan roi đều rất ưng positive positive positive positive,POS
28111,giày fom đẹp siêu sang giá tiền bình thường h camon sh positive positive,POS
28112,đóng gói notpos ,NEG
28113,cám ơn cửa hàng chất lượng sản phẩm tuyệt vời positive positive positive,POS
28114,chất lượng sản phẩm tốt thời gian giao hàng chậm positive positive nagative,NEU
28115,đặt màu đỏ thì lại về màu đen gọi điện cho cửa hàng thì cửa hàng bảo gửi hình gửi hình xong cũng không giải thích gì cho mk cả,NEU
28116,trời ơi quần áo rất đẹp positive,POS
28117,rất đáng tiền,POS
28118,sản phẩm khá ổn positive,POS
28119,ảnh in rất đẹp nhưng đặt in tràn viền mà in kiểu polaroid không à nagative positive,POS
28120,cửa hàng giao hàng nhanh,POS
28121,cảm ơn cửa hàng positive,POS
28122,hàng hơi mỏng cũng tạm nagative,NEU
28123,giá tốt cho 12 tháng sử dụng positive,POS
28124,đáng đồng tiền quá positive,POS
28125,quả bông notpos  giống hình cho lắm nhưng chất lượng sản phẩm tuyệt vời e cảm ơn cửa hàng positive positive positive positive positive,POS
28126,như video,NEU
28127,chất lượng sản phẩm notpos cửa hàng phục vụ rất  positive,NEU
28128,k bám môi,POS
28129,nên viết rõ ghi chú cho bên giao hàng,NEU
28130,bị rò nước nagative,NEG
28131,hàng chất lượng tạm được so với mức giá positive positive,NEU
28132,ốp gấu dễ thương positive,POS
28133,thời gian giao hàng rất nhanh,POS
28134,sẽ ủng hộ cửa hàng dài ag,POS
28135,quần tốt lắm đẹp hơn mong đợi positive positive,POS
28136,cửa hàng phục vụ rất tốt rất đáng tiền mua 2 màu nhưng ưng ý quần đen hơn vì vải có vẻ dày và đẹp hơn chung quy lại giá rẻ thế này thì sản phẩm là quá sức tuyệt vời rồi positive positive positive positive,POS
28137,lên from đẹp lắm luôn positive positive,POS
28138,mình vừa ý,POS
28139,áo đẹp tính đặt thêm mà sản phẩm hết roi nagative positive,POS
28140,nói chung là không thể khen hơn được positive positive,POS
28141,chất lượng sản phẩm tuyệt vời positive positive,POS
28142,thời gian giao hàng nhanh,POS
28143,chất lương sản phẩm tuyệt vời nón đẹp lắm sẽ ủng hộ positive positive positive positive positive,POS
28144,đóng gói sản phẩm rất đẹp và chắc chắn positive positive,POS
28145,chất lượng sản phẩm tuyệt vời positive positive,POS
28146,chất lượng sản phẩm tốt đóng gói sản phẩm rất đẹp và chắc chắn đóng gói sản phẩm rất đẹp và chắc chắn rất đáng tiền positive positive positive positive positive positive,POS
28147,chất lượng giày rất tốt màu đẹp positive positive positive,POS
28148,cửa hàng nhiệt tình ạ positive,POS
28149,ko dám cho ai luôn vì sợ ngta chửi cho,NEG
28150,chắc do vận chuyển nên cho cửa hàng 4 sao thôi,POS
28151,chất lượng tuyệt vời sẽ tiếp tục ủng hộ cửa hàng positive positive,POS
28152,màu không giống hình,NEG
28153,áo không rộng như hình mua màu trắng bị phai màu đỏ ra không mặc đươc nagative,NEG
28154,mua 2 cái cùng cỡ mình mà 1 cái bé như xs 1 cái như l cửa hàng xem lại cách đo cỡ từng mẫu áo thì tốt hơn positive,NEG
